# Date	Open	High	Low	Close	Volume	MA200	MA50	EMA26	EMA13	FastMACD	SlowMACD	MACDHistogram	ImpulseIndex	CloseSlope	CloseMin14	CloseMax14	FastStochasticK	FastStochasticD	SlowStochasticK	SlowStochasticD
1995-06-08	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.1898e-11	-9.8122e-12	-2.08583e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-09	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.22604e-11	-1.03018e-11	-1.95857e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-12	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.25961e-11	-1.07607e-11	-1.83544e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-13	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.2907e-11	-1.119e-11	-1.71704e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-14	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.31948e-11	-1.15909e-11	-1.60385e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-15	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.34612e-11	-1.1965e-11	-1.49624e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-16	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.37081e-11	-1.23136e-11	-1.39452e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-19	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.39373e-11	-1.26384e-11	-1.29894e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-20	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.41487e-11	-1.29404e-11	-1.20826e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-21	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.43459e-11	-1.32215e-11	-1.12435e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-22	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.4527e-11	-1.34826e-11	-1.04443e-12	0	0	12.451804	12.451804	0	0	0	0
1995-06-23	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.46958e-11	-1.37253e-11	-9.70547e-13	0	0	12.451804	12.451804	0	0	0	0
1995-06-26	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.48521e-11	-1.39506e-11	-9.01493e-13	0	0	12.451804	12.451804	0	0	0	0
1995-06-27	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.4996e-11	-1.41597e-11	-8.36303e-13	0	0	12.451804	12.451804	0	0	0	0
1995-06-28	21.118164	21.118164	21.118164	12.451804	0	12.4518	12.4518	12.4518	12.4518	-1.51292e-11	-1.43536e-11	-7.75623e-13	0	0	12.451804	12.451804	0	0	0	0
1995-06-29	22.460938	22.460938	22.460938	13.243537	500	12.4765	12.4765	12.5105	12.5649	0.0631582	0.0126316	0.0505266	1	0.791733	12.451804	13.243537	100	100	100	100
1995-06-30	22.460938	22.460938	22.460938	13.243537	0	12.4998	12.4998	12.5648	12.6619	0.111921	0.0324896	0.0794318	1	0	12.451804	13.243537	100	100	100	100
1995-07-03	22.460938	22.460938	22.460938	13.243537	0	12.5217	12.5217	12.615	12.745	0.148851	0.0557618	0.0930889	1	0	12.451804	13.243537	100	100	100	100
1995-07-05	22.460938	22.460938	22.460938	13.243537	0	12.5423	12.5423	12.6616	12.8162	0.176088	0.0798269	0.0962606	1	0	12.451804	13.243537	100	100	100	100
1995-07-06	22.460938	22.460938	22.460938	13.243537	0	12.5618	12.5618	12.7047	12.8772	0.19542	0.102946	0.0924747	0	0	12.451804	13.243537	100	100	100	100
1995-07-07	21.850586	21.850586	21.850586	12.883661	200	12.5705	12.5705	12.718	12.8781	0.179632	0.118283	0.0613491	0	-0.359876	12.451804	13.243537	54.5458	84.8486	84.8486	94.9495
1995-07-10	21.606445	21.606445	21.606445	12.739708	1300	12.5749	12.5749	12.7196	12.8584	0.153732	0.125373	0.0283591	-1	-0.143953	12.451804	13.243537	36.3638	63.6365	63.6365	82.8284
1995-07-11	21.240234	21.240234	21.240234	12.523784	1500	12.5736	12.5736	12.7051	12.8106	0.114463	0.123191	-0.00872786	-1	-0.215924	12.451804	13.243537	9.09145	33.3337	33.3337	60.6063
1995-07-12	21.240234	21.240234	21.240234	12.523784	0	12.5724	12.5724	12.6916	12.7696	0.0823922	0.115031	-0.0326388	-1	0	12.451804	13.243537	9.09145	18.1822	18.1822	38.3841
1995-07-13	21.240234	21.240234	21.240234	12.523784	0	12.5712	12.5712	12.6792	12.7345	0.0563267	0.10329	-0.0469634	-1	0	12.451804	13.243537	9.09145	9.09145	9.09145	20.2024
1995-07-14	21.240234	21.240234	21.240234	12.523784	200	12.5701	12.5701	12.6677	12.7044	0.0352631	0.0896847	-0.0544216	-1	0	12.451804	13.243537	9.09145	9.09145	9.09145	12.1217
1995-07-17	21.240234	21.240234	21.240234	12.523784	0	12.569	12.569	12.657	12.6786	0.0183584	0.0754195	-0.057061	-1	0	12.451804	13.243537	9.09145	9.09145	9.09145	9.09145
1995-07-18	21.484375	21.606445	21.484375	12.739708	4600	12.5729	12.5729	12.6632	12.6873	0.0221295	0.0647615	-0.042632	1	0.215924	12.451804	13.243537	36.3638	18.1822	18.1822	12.1217
1995-07-19	21.484375	21.484375	20.996094	12.667733	24700	12.575	12.575	12.6635	12.6845	0.0190903	0.0556272	-0.036537	0	-0.071975	12.523784	13.243537	19.9998	21.8752	21.8752	16.3269
1995-07-20	21.484375	21.484375	21.484375	12.667733	0	12.577	12.577	12.6638	12.6821	0.0164916	0.0478001	-0.0313085	0	0	12.523784	13.243537	19.9998	25.8064	25.8064	21.8752
1995-07-21	21.484375	21.484375	21.484375	12.667733	0	12.5789	12.5789	12.6641	12.6801	0.0142676	0.0410936	-0.026826	0	0	12.523784	13.243537	19.9998	19.9998	19.9998	22.5806
1995-07-24	21.484375	21.484375	21.484375	12.667733	0	12.5808	12.5808	12.6644	12.6783	0.0123626	0.0353474	-0.0229848	0	0	12.523784	13.243537	19.9998	19.9998	19.9998	21.9779
1995-07-25	21.240234	21.240234	21.240234	12.523784	800	12.5796	12.5796	12.654	12.6562	-0.000753949	0.0281271	-0.0288811	-1	-0.143949	12.523784	13.243537	0	13.3332	13.3332	17.7776
1995-07-26	21.240234	21.240234	21.240234	12.523784	0	12.5785	12.5785	12.6443	12.6373	-0.0110218	0.0202973	-0.0313192	-1	0	12.523784	12.883661	0	7.99991	7.99991	14.1175
1995-07-27	20.874023	20.874023	20.629883	12.307854	500	12.5732	12.5756	12.6194	12.5902	-0.0361661	0.00900465	-0.0451707	-1	-0.21593	12.307854	12.739708	0	0	0	7.89464
1995-07-28	20.874023	20.874023	20.874023	12.307854	0	12.5681	12.5727	12.5963	12.5499	-0.0554538	-0.00388704	-0.0515668	-1	0	12.307854	12.739708	0	0	0	3.17456
1995-07-31	20.874023	20.996094	20.874023	12.379827	1800	12.5645	12.5713	12.5803	12.5256	-0.0641919	-0.015948	-0.0482439	0	0.071973	12.307854	12.739708	16.666	5.55535	5.55535	1.78565
1995-08-01	20.996094	20.996094	20.996094	12.379827	0	12.5611	12.5698	12.5654	12.5048	-0.0703064	-0.0268197	-0.0434868	0	0	12.307854	12.739708	16.666	11.1107	11.1107	5.66017
1995-08-02	20.996094	20.996094	20.996094	12.379827	0	12.5578	12.5684	12.5517	12.4869	-0.0742958	-0.0363149	-0.0379809	0	0	12.307854	12.739708	16.666	16.666	16.666	11.1107
1995-08-03	20.996094	20.996094	20.507813	12.091927	1400	12.5495	12.5612	12.5176	12.4305	-0.0995411	-0.0489602	-0.050581	-1	-0.2879	12.091927	12.739708	0	9.52346	9.52346	12.2802
1995-08-04	20.507813	20.507813	20.507813	12.091927	0	12.5415	12.554	12.4861	12.3821	-0.118186	-0.0628053	-0.0553805	-1	0	12.091927	12.739708	0	4.16651	4.16651	9.52346
1995-08-07	20.385742	20.385742	20.019531	11.804025	4000	12.5287	12.5411	12.4356	12.2995	-0.154413	-0.0811269	-0.0732863	-1	-0.287902	11.804025	12.667733	0	0	0	3.99985
1995-08-08	20.019531	20.019531	20.019531	11.804025	0	12.5165	12.5281	12.3888	12.2288	-0.181037	-0.101109	-0.0799279	-1	0	11.804025	12.667733	0	0	0	1.14938
1995-08-09	20.019531	20.019531	20.019531	11.804025	0	12.5046	12.5151	12.3455	12.1681	-0.199833	-0.120854	-0.078979	0	0	11.804025	12.667733	0	0	0	0
1995-08-10	20.019531	20.263672	19.897461	11.732047	3800	12.4919	12.5007	12.3	12.1058	-0.218023	-0.140288	-0.0777357	0	-0.071978	11.732047	12.667733	0	0	0	0
1995-08-11	19.897461	20.019531	19.653320	11.660073	11500	12.4785	12.4849	12.2526	12.0421	-0.235532	-0.159336	-0.0761956	0	-0.071974	11.660073	12.523784	0	0	0	0
1995-08-14	19.775391	19.897461	19.287109	11.372169	11800	12.4609	12.4633	12.1874	11.9464	-0.269532	-0.181376	-0.0881567	-1	-0.287904	11.372169	12.523784	0	0	0	0
1995-08-15	19.287109	19.287109	19.287109	11.372169	0	12.4439	12.4417	12.127	11.8644	-0.293099	-0.20372	-0.0893789	-1	0	11.372169	12.379827	0	0	0	0
1995-08-16	19.287109	19.287109	19.287109	11.372169	0	12.4274	12.4201	12.0711	11.7941	-0.308223	-0.224621	-0.0836022	0	0	11.372169	12.379827	0	0	0	0
1995-08-17	19.287109	19.287109	19.287109	11.372169	0	12.4115	12.3985	12.0193	11.7338	-0.31656	-0.243009	-0.0735511	0	0	11.372169	12.379827	0	0	0	0
1995-08-18	19.287109	19.287109	19.287109	11.372169	0	12.3959	12.377	11.9714	11.6821	-0.319484	-0.258304	-0.0611801	0	0	11.372169	12.379827	0	0	0	0
1995-08-21	19.897461	19.897461	19.897461	11.732047	500	12.3862	12.3626	11.9537	11.6893	-0.289426	-0.264528	-0.0248976	1	0.359878	11.372169	12.379827	35.7143	11.9048	11.9048	3.96826
1995-08-22	19.897461	19.897461	19.897461	11.732047	0	12.3767	12.3482	11.9372	11.6954	-0.262578	-0.264138	0.0015604	1	0	11.372169	12.091927	49.9999	26.3158	26.3158	12.2951
1995-08-23	19.897461	19.897461	19.897461	11.732047	0	12.3675	12.3338	11.922	11.7006	-0.23855	-0.25902	0.0204701	1	0	11.372169	12.091927	49.9999	44.1176	44.1176	26.3158
1995-08-24	19.897461	19.897461	19.897461	11.732047	0	12.3585	12.3194	11.908	11.7051	-0.217007	-0.250618	0.0336106	1	0	11.372169	11.804025	83.3329	57.6921	57.6921	40.8163
1995-08-25	20.019531	20.019531	20.019531	11.804025	1200	12.3508	12.3064	11.9003	11.7192	-0.191914	-0.238877	0.0469633	1	0.071978	11.372169	11.804025	100	72.7271	72.7271	56.0974
